year,title,author,doi,url,publisher,booktitle,editor,abstract
2017,Chapter 4 - Worlds Within Worlds,Alberto Ferreira,https://doi.org/10.1016/B978-0-12-802407-2.00004-6,https://www.sciencedirect.com/science/article/pii/B9780128024072000046,Morgan Kaufmann,Universal UX Design,Alberto Ferreira,"The Internet has become accessible to over 3 billion people worldwide. It has become an aphorism to say that the world is a connected village. However, even in a small group, there is significant variation within a roomful of people, let alone billions spread over the globe with different habits, connection speeds, social networks, and necessities. Designing for these markets holds many different challenges and demands a deep knowledge of the constraints at hand as well as their habits, demographics, and local context."
2023,The prevalence of cyber dating abuse among adolescents and emerging adults: A meta-analysis,Jun Li and Guangming Ran and Qi Zhang and Xiaoyan He,https://doi.org/10.1016/j.chb.2023.107726,https://www.sciencedirect.com/science/article/pii/S0747563223000778,,,,"Numerous scholars have investigated the prevalence of cyber dating abuse (CDA) and recognize that CDA is a widespread phenomenon among adolescents and emerging adults. However, to date, there is no consensus on the extent to which adolescents and emerging adults perpetrate and experience CDA. Based on the PRISMA and MOOSE guidelines, the present work performed separate meta-analyses for studies involving adolescents and emerging adults. This study aims to estimate the pooled prevalence of CDA perpetration and victimization and try to explain discrepancies in the literature. In all, 69 publications (25 adolescent and 44 emerging adult studies) on CDA were identified through a systematic literature search, including 74 independent samples with a total of 62,376 participants. The results showed that the overall prevalence of CDA perpetration was 24.0% and victimization was 36.9% among adolescents, while 44.6% and 43.4% for CDA perpetration and victimization among emerging adults. Moderator analyses revealed that higher rates of CDA perpetration and victimization were found for older adolescents. In addition, control dimension had higher rates of CDA perpetration and victimization compared to direct aggression dimension among emerging adults. Finally, the assessed lifetime prevalence of CDA perpetration was higher than that assessed in the last year in emerging adults, whereas unpublished studies showed a higher prevalence of CDA victimization compared to published studies in adolescents. In sum, current evidence contributes to a better understanding of the prevalence and influencing factors for CDA among adolescents and emerging adults. Prevention and intervention programs are urgently required to reduce CDA behaviors in adolescents and emerging adults."
2021,Human activity recognition by manifold regularization based dynamic graph convolutional networks,Weifeng Liu and Sichao Fu and Yicong Zhou and Zheng-Jun Zha and Liqiang Nie,https://doi.org/10.1016/j.neucom.2019.12.150,https://www.sciencedirect.com/science/article/pii/S0925231220317835,,,,"Deep learning has shown superiority to extract more representative features from multimedia data in recent years. Recently, the most typical graph convolutional networks (GCN) has achieved excellent performance in the semi-supervised framework-based data representation learning tasks. GCN successfully generalizes traditional convolutional neural networks to encode arbitrary graphs by exploiting the graph Laplacian-based sample structure information. However, GCN only fuses the static structure information. It is difficult to guarantee that its structure information is optimal during the training process and applicable for all practical applications. To tackle the above problem, in this paper, we propose a manifold regularized dynamic graph convolutional network (MRDGCN). The proposed MRDGCN automatically updates the structure information by manifold regularization until model fitting. In particular, we build an optimization convolution layer formulation to acquire the optimal structure information. Thus, MRDGCN can automatically learn high-level sample features to improve the performance of data representation learning. To demonstrate the effectiveness of our proposed model, we apply MRDGCN on the semi-supervised classification tasks. The extensive experiment results on human activity datasets and citation network datasets validate the performance of MRDGCN compared with GCN and other semi-supervised learning methods."
2017,Majority members’ endorsement of the acculturation integrationist orientation improves their outgroup attitudes toward ethnic minority members: An electronic-contact experiment,Hisham M. Abu-Rayya,https://doi.org/10.1016/j.chb.2017.06.010,https://www.sciencedirect.com/science/article/pii/S0747563217303813,,,,"An electronic intercultural contact intervention was deployed in the present study to enhance Israeli majority students’ level of Integrationist endorsement toward Israeli Ethiopian minority members. The study intervention involved synchronous text-chat across three sessions administered online over three weeks, and required pairs of majority students (n = 44) and Ethiopian students (n = 44) to work collaboratively on planning a social-cultural trip and come up with a ‘travel guide’ that satisfies the needs of the interacting students’ cultural groups (Integration). The study evaluated both short-term (one week) and long-term (six weeks) effects of the intervention on majority members’ outgroup attitudes. The study findings revealed that, compared to majority controls (n = 41), participants in the intervention condition reported a greater decrease in intergroup bias and anxiety in the short- and long-terms. A mediation effect of intergroup anxiety was also found; the intervention reduced majority members’ intergroup anxiety in the short-term which was related to reduced long-term intergroup bias. These encouraging findings highlight that carefully designed cooperative electronic-contact programs tailored to promote majority individuals’ endorsement of the Integrationist orientation, can offer an efficacious route to acculturation researchers interested in promoting this strategy, improving in turn majority members’ outgroup attitudes toward minorities."
2024,Learning to empathize with users through design thinking in hybrid mode: Insights from two educational case studies,Meira Levy and Irit Hadar,https://doi.org/10.1016/j.jss.2023.111831,https://www.sciencedirect.com/science/article/pii/S0164121223002261,,,,"COVID-19 has imposed new educational challenges, including the need to prepare students to the new era of hybrid work. This research aimed to shed new light on the manner in which students learn and practice hybrid work in educational settings. To this end, two educational studies were performed, for examining students practicing design thinking (DT) in hybrid mode and the development of their empathy skills during this experience. The main case study was conducted in an academic hackathon-like course, where students addressed loneliness-related challenges during four full days using a configured web platform. In a follow-up case study, the adaptability of this approach to small-scale settings of a 90-minute DT workshop was explored. The students filled in questionnaires, which examined their empathy development in three dimensions: Skill, Orientation, and Being. The findings show the benefits of the web platform and the extent to which these academic educational programs fostered empathy and innovation and highlights the challenges, opportunities, and benefits of fostering new educational programs that allow hybrid participation, involving external stakeholders, and guide the students to handle real challenges. Such hybrid academic programs can prepare students for the hybrid, multidisciplinary work reality towards developing human-centered solutions."
2024,Ethical principles shaping values-based cybersecurity decision-making,Joseph Fenech and Deborah Richards and Paul Formosa,https://doi.org/10.1016/j.cose.2024.103795,https://www.sciencedirect.com/science/article/pii/S0167404824000968,,,,"The human factor in information systems is a large vulnerability when implementing cybersecurity, and many approaches, including technical and policy driven solutions, seek to mitigate this vulnerability. Decisions to apply technical or policy solutions must consider how an individual's values and moral stance influence their responses to these implementations. Our research aims to evaluate how individuals prioritise different ethical principles when making cybersecurity sensitive decisions and how much perceived choice they have when doing so. Further, we sought to use participants’ responses to cybersecurity scenarios to create profiles that describe their values and individual factors including personality. Participants (n = 193) in our study responded to five different ethically sensitive cybersecurity scenarios in random order, selecting their action in that scenario and rating and ranking of the ethical principles (i.e., Beneficence, Non-Maleficence, Justice, Autonomy, Explicability) behind that action. Using participants’ demographics, personality, values, and cyber hygiene practices, we created profiles using machine learning to predict participants’ choices and the principle of most importance to them across scenarios. Further, we found that, generalising, for our participants Autonomy was the most important ethical principle in our scenarios, followed by Justice. Our study also suggests that participants felt they had some agency in their decision making and they were able to weigh up different ethical principles."
2015,Emotion expression and intergroup bias reduction between Muslims and Christians: Long-term Internet contact,Fiona A. White and Hisham M. Abu-Rayya and Ana-Maria Bliuc and Nicholas Faulkner,https://doi.org/10.1016/j.chb.2015.04.074,https://www.sciencedirect.com/science/article/pii/S0747563215003830,,,,"The Internet can play a critical role in improving intergroup relations. The current field experiment investigated how emotions expressed by participants in intergroup contact sessions—in the form of a synchronous online chat program—predicted a reduction in intergroup bias. Here 102 Muslim and 103 Christian high-school students spent eight Internet sessions in either a Dual Identity Electronic(E)-Contact (DIEC) program integrating interfaith information and intergroup contact, or a Control program involving within-faith information and ingroup contact. Participants also completed pre- and post-program measures of intergroup bias. Using Linguistic Inquiry and Word Count (LIWC), a computerised text analysis program, we objectively analysed data from across the eight Internet sessions, and found that groups in the two conditions expressed emotions differently. That is, the DIEC chat groups used more affect and positive emotion words, and less anger and sadness words than the Control chat groups. Mediation analyses showed that anger and sadness mediated the intervention effect on T2, T3 and T4 intergroup bias. In other words, DIEC chat groups’ reduced expressions of anger and sadness were related to reduced short- and long-term intergroup bias. These findings highlight the significant role that structured Internet interactions can play in creating positive and long-lasting intergroup relations."
2023,Developing capabilities for responsible research and innovation (RRI),George Ogoh and Simisola Akintoye and Damian Eke and Michele Farisco and Josepine Fernow and Karin Grasenick and Manuel Guerrero and Achim Rosemann and Arleen Salles and Inga Ulnicane,https://doi.org/10.1016/j.jrt.2023.100065,https://www.sciencedirect.com/science/article/pii/S2666659623000082,,,,"This paper examines the notion of capability development through the lens of Responsible Research and Innovation (RRI). It describes how RRI capabilities can be promoted and developed through capacity-building activities by drawing on a reflection of the experiences of some members of the Ethics and Society team of the EU-funded Human Brain Project (HBP) who have contributed to the development of an extensive RRI capacity building programme for HBP researchers, EBRAINS research infrastructure developers and users, as well as interested external audiences. It also highlights some of the outcomes of the RRI capacity-building exercise and the challenge of assessing the impact of such activities."
2025,Scaffolding Children's critical reflection on intelligent technologies: Opportunities from speculative fiction,Laura Malinverni and Marie-Monique Schaper and Elisa Rubegni and Mariana Aki Tamashiro,https://doi.org/10.1016/j.ijcci.2025.100727,https://www.sciencedirect.com/science/article/pii/S2212868925000078,,,,"Current technological development of Artificial Intelligence (AI) requires educational practices that address the social and ethical implications derived from these emerging technologies. To this end, an increasing number of educational practices are pursuing the goal of supporting children's critical reflection on these topics. Our research aims at understanding how speculative fiction-based resources can meet and respond to the goals of supporting children's critical reflection on AI technologies and their impact on society. Through revisiting relevant literature on these topics and critically analyzing our own practices in three different settings, we identify a set of opportunities and challenges oriented at guiding the design of resources capable of taking advantage of speculative fiction as a way to support critical reflection."
2018,A hybrid framework for automatic joint detection of human poses in depth frames,Longbo Kong and Xiaohui Yuan and Amar Man Maharjan,https://doi.org/10.1016/j.patcog.2017.12.020,https://www.sciencedirect.com/science/article/pii/S0031320317305162,,,,"Human pose detection has been an active research topic, and many studies have been done to address different problems in the topic. However, very few methods are proposed to detect joints in the human body. In this paper, we proposed a novel hybrid framework to detect joints automatically by using depth camera. In the proposed method, joints are categorized into two classes: implicit joints and dominant joints. Implicit joints are the joints on the torso, such as neck and shoulders. Dominant joints include elbows and knees. In the hybrid framework we proposed, a loose skeleton model is used to locate implicit joints, and data-driven method is applied to detect dominant joints. The highlight of the proposed work is that geodesic features of the human body are used to build the skeleton model and detect joints. To evaluate our work, experiments are conducted on the dataset recorded by a Microsoft Kinect and compared with state-of-art methods. The results demonstrate that the proposed work can deliver stable and accurate detection results of joints."
2019,The Impact of Video Games on the Players Behaviors: A Survey,Muhannad Quwaider and Abdullah Alabed and Rehab Duwairi,https://doi.org/10.1016/j.procs.2019.04.077,https://www.sciencedirect.com/science/article/pii/S1877050919305393,,,,"The great popularity of video games and their ability to make players indulge, the turnout of players to play video games dramatically led to transforming the video game industry from the entertainment side to be involved in most other areas in the life. Examples of these areas are education, entertainment and promoting social relationships. Some studies find out that there is a relationship between the video games and the player’s behavior. However, there are another studies denied this kind of relationship. In this paper, we will explore these two types of studies in two aspects. First, we will study what kind of skills or reactions that the player will earn after playing kind of games. These reactions can be explicit or implicit and positive or negative reactions such as development, improving social relationships, enhance the problem solving skills or violence, aggression, anxiety or stressful reaction. In the second part of the paper, we will address the evidences that are used by the previous studies to demonstrate the validity of their conclusions."
2021,Sticky notes against corporate hierarchies in South Korea: An ethnography of workplace collaboration and design co-creation,Oxana Rakova and Olga Fedorenko,https://doi.org/10.1016/j.destud.2021.101033,https://www.sciencedirect.com/science/article/pii/S0142694X21000442,,,,"This article deploys ethnographic methods and actor-network theory (ANT) to investigate how sticky notes challenge the historical hierarchies of South Korean corporate culture. After sketching challenges of workplace collaboration in South Korea, we present an ethnography of a co-creation workshop at a food company. To detail how sticky notes support collaborative inquiry, we approach them as active nonhuman actors and analyze the workshop progression through the four moments of ANT's sociology of translation—problematization, intéressement, enrolment, and mobilization. We conclude that stickies enable an effective silent ideation by hushing domineering senior participants and amplifying opinions from junior and mid-career participants. Finally, implications are drawn for stickies' mediating ability in culturally specific collaborative practices."
2015,Interaction Evaluation Using the Mac-g in Sloodle,Adriana Dantas and Virna Guimarães and David Lima and Martha Ardaia and Walmerino Barreto and Thaís Castro,https://doi.org/10.1016/j.procs.2015.09.260,https://www.sciencedirect.com/science/article/pii/S1877050915031063,,,,"The use of new technologies in educational environments fosters interaction among teachers, tutors and students. In order to create possibilities to this kind of interaction being stimulating and effective it is necessary that these environments are evaluated by all the actors involved before planning learning scenarios. Bearing that in mind, this work presents a new evaluation method for three dimensions environments, which is evolved from another one based on the communicability perspective. This method is proposed by Semiotic Engineering and involves the participation of users for groupware systems, called MAC-G. By applying it as an evaluation for learning management systems in three dimensions, it proved to be appropriate although missing some categories to be more effective. The evaluation using MAC-G fleshed out some clues for changing the way teacher plans the interaction and also pointed out the need for an extension more appropriate to 3D Virtual Environments."
2018,The relationships between distance factors and international collaborative research outcomes: A bibliometric examination,Ling (Alice) Jiang and Nibing Zhu and Zhilin Yang and Shen Xu and Minjoon Jun,https://doi.org/10.1016/j.joi.2018.04.004,https://www.sciencedirect.com/science/article/pii/S1751157717300469,,,,"Increasingly, scholars have been conducting team-based research with multinational collaborators to carry out internationally relevant studies, generate global impact, and promote academic exchanges. In this paper, we examine how four types of distance, i.e., geographic, political, cultural, and economic, relate to the output of international research collaborations. We analyze a bibliometric data set derived from four leading marketing journals spanning the 2001–2016 time frame. Among other insights, our results show that in the context of international collaborative research efforts, co-authors from countries with wider economic distances and narrower political distances have published fewer articles and received fewer citations compared to those from countries with narrower economic distances and wider political distances."
2021,Design anthropological approaches in collaborative museum curation,Dagny Stuedahl and Ageliki Lefkaditou and Gro Synnøve Ellefsen and Torhild Skåtun,https://doi.org/10.1016/j.destud.2021.101021,https://www.sciencedirect.com/science/article/pii/S0142694X21000326,,,,"Museums show an increasing interest in participatory activities that open their premises and processes to diverse audiences. Inspired by this turn within museums, the exhibition FOLK adopted a multi-level co-design approach to address scientific racism and its heritage in contemporary science and society. Here we focus on the processes of collaborative curation during a series of public, pre-exhibition events and use the concepts of “knowledge pieces”, “transformation” and “correspondence” to analyse how the events became curatorially consequential. We argue that the events acted as sensitising devices for the exhibition team by bringing together ethnographic and critical design methods."
2022,"A new geodemographic classification of the influence of neighbourhood characteristics on crime: The case of Leeds, UK",Usman Lawal Gulma,https://doi.org/10.1016/j.compenvurbsys.2021.101748,https://www.sciencedirect.com/science/article/pii/S0198971521001551,,,,"Understanding spatial composition and characteristics of urban communities is an important factor determining the potential for social interactions between residents, greater chances for neighbourhood safety and policy planning. Until recently, neighbourhood classifications were traditionally census-based. This study presents a different approach in developing a community-based area classification for exploring the relationship between neighbourhood characteristics and crime through the integration of new data sources from social media with contextual variables from the traditional census. In this study, partition around medoids (PAM) clustering algorithm is used to partition 105 Leeds community areas into four distinct groups based on their crime rates. Silhouette index and adjusted rand index (ARI) were used to evaluate the validity of clusters internally and externally. The new typology developed, has revealed new insights demonstrating the relationship between social cohesion and crime rates in Leeds community areas. The new partitioned clusters also provide area-based specific information, on criminal activities that could help in policy planning for community building and better resource allocation towards reducing crime rates."
2020,Mapping the geodemographics of digital inequality in Great Britain: An integration of machine learning into small area estimation,Alex Singleton and Alexandros Alexiou and Rahul Savani,https://doi.org/10.1016/j.compenvurbsys.2020.101486,https://www.sciencedirect.com/science/article/pii/S0198971519307963,,,,"Geographic variation in digital inequality manifests as a result of a range of demographic, attitudinal, behavioural and locational factors. To better understand this multidimensional geography, our paper develops a new geodemographic classification for the spatial extent of Great Britain. In this model, we integrate a range of new small area measures that are drawn from multiple new forms of data including consumer purchasing data, survey and open data sources. Our analytical approach innovatively provides an integration of machine learning into a small-area estimation technique to obtain Lower Super Output Area / Data Zone estimates of Internet use, alongside a range of online engagement and consumption measures. Following the collation of a range of input measures, we implemented a more standard geodemographic framework that utilises the unsupervised clustering algorithm k-means to produce a map of the multidimensional characteristics of digital inequality for Great Britain; creating the Internet User Classification (IUC). Our outputs provide a new and nuanced understanding of the contemporary salient characteristics of digital inequality in Great Britain, which we evaluate both internally and externally within the context of preparations for the 2021 UK Census of the Population, exploring the geodemographic patterns of Census test response rates and the prevalence to complete the survey online. Our innovative work illustrates the strength of a geodemographic approach in mapping spatial patterns of digital inequality, and through the presented application concerning Census response rates and characteristics we demonstrate how the IUC can be operationalised within such settings for local intervention or benchmarking."
2018,How does time spent on WeChat bolster subjective well-being through social integration and social capital?,Hua Pang,https://doi.org/10.1016/j.tele.2018.07.015,https://www.sciencedirect.com/science/article/pii/S0736585318307482,,,,"Although WeChat has recently spawned significant resolutions in technology-mediated social contact and interpersonal communication, the research regarding the social and psychological impacts of the newly emerging technology is relatively few. The primary purpose of the current empirical research is to unearth whether and how WeChat interaction could enhance overseas students’ sense of subjective well-being by concentrating on social integration, bridging relationships, and bonding relationships. Using web-based data of 228 Chinese subjects, the obtained results reveal that the time spent on WeChat significantly and directly impacts users’ subjective well-being. Additionally, the findings demonstrate that social integration, bridging relationships, bonding relationships are all significant predictors to subjective well-being. Furthermore, the perceptions of social integration and social capital could play the crucial mediating roles in the connection between WeChat use and the dependent variable of subjective well-being. Therefore, these outcomes may shed light on a more nuanced comprehending of the influence of the new social media interaction on sojourner’s social adaption and overall life quality in the digital age."
2023,The Effect of Trust-based Management Strategy on Performance of Human-Machine Collaborative Team: A Dynamic Computational Model,Deqiang Hu and Yanzhong Dang and Xin Yue,https://doi.org/10.1016/j.procs.2023.08.042,https://www.sciencedirect.com/science/article/pii/S1877050923008001,,,,"In human-machine collaborative teams, trust has an important effect on team performance. However, precisely how trust and trust-based management strategy influence team performance have remained elusive. This paper develops a method of trust-based team management to understand which managerial strategy has what impact on performance, and to discern decision alternatives. The method concentrates on providing a dynamic model of trust considering trust relationship initialization, updating trust based on experience and determining what trust should have an effect on. The model is used to explain how the trust-based management strategy caused the team to evolve in particular directions rather than others. Some prescriptions are put forward for the proper management of team. We argue that a human-machine collaborative team is a multi-agent system and team members are autonomous agents. Three computational experiments are conducted under different internal and external conditions for the artificial team, yielding the following results. (1) Under different difficulty of tasks, trust may produce either positive or negative effect on performance. (2) Trust-based management strategy dose has effect on performance under difficult task. (3) The results demonstrate the different effect of three trust-based management strategies on performance. The study method and findings presented herein are appropriate for other studies focusing on dynamic effects on team, laying the foundations for new ideas for studying team building and team development."
2017,Event relatedness assessment of Twitter messages for emergency response,Farhad Laylavi and Abbas Rajabifard and Mohsen Kalantari,https://doi.org/10.1016/j.ipm.2016.09.002,https://www.sciencedirect.com/science/article/pii/S0306457316303922,,,,"The ubiquity of smartphones and social media such as Twitter is clearly blurring traditional boundaries between producers and consumers of information. This is especially the case in emergency situations where people in the scene create and share on-the-spot information about the incident in real time. However, despite the proven importance of such platforms, finding event-related information from the real-time feeds of thousands of tweets is a significant challenge. This paper introduces a novel method for detecting event-specific and informative tweets that are likely to be beneficial for emergency response. The method investigates a sample dataset of tweets which was collected during a storm event passing over a specific area. The sample is manually labelled by three emergency management experts who annotated the sample dataset to obtain the ground truth through identification of the event-related tweets. A selected number of representative event-related tweets are used to extract the common patterns and to define event related term-classes based on term frequency analysis. The term-classes are used to evaluate the event relatedness of a sample dataset through a relationship scoring process. Consequently, each sample tweet is given an event-relatedness score which indicates how related a tweet is to the storm event. The results are compared with the ground truth to determine the cut-off relatedness score and to evaluate the performance of the method. The results of the evaluation indicate that the proposed method is able to detect event-related tweets with about 87% accuracy in a timely manner."
2018,Design and preliminary evaluation of a cyber Security Requirements Education Game (SREG),Affan Yasin and Lin Liu and Tong Li and Jianmin Wang and Didar Zowghi,https://doi.org/10.1016/j.infsof.2017.12.002,https://www.sciencedirect.com/science/article/pii/S0950584917301921,,,,"Context: Security, in digitally connected organizational environments of today, involves many different perspectives, including social, physical, and technical factors. In order to understand the interactions among these correlated aspects and elicit potential threats geared towards a given organization, different security requirements analysis approaches are proposed in the literature. However, the body of knowledge is yet to unleash its full potential due to the complex nature of security problems, and inadequate ways to improve security awareness of key players in the organization. Objective: Objective(s) of the research study is to improve the security awareness of players utilizing serious games via: (i) Know-how of security concepts and security protection; (ii) guided process of identifying valuable assets and vulnerabilities in a given organizational setting; (iii) guided process of defining successful security attacks to the organization. Method: Important methods used to address the above objectives include: (i) a comprehensive review of the literature to better understand security and game design elements; (ii) designing a serious game using cyber security knowledge and game-based techniques combined with security requirements engineering concepts; (iii) using empirical evaluation (observation and survey) to verify the effectiveness of the proposed game design. Result: The solution proposed is a serious game for security requirements education, which: (i) can be an effective and fun way of learning security related concepts; (ii) mimics a real life problem setting in a presentable and understandable way; (iii) motivates players to learn more about security related concepts in future. Conclusion: From this study, we conclude that the proposed Security Requirement Education Game (SREG) has positive results and is helpful for players of the game to get an understanding of security attacks and vulnerabilities."
2023,Contents,,https://doi.org/10.1016/S1877-0509(23)01659-9,https://www.sciencedirect.com/science/article/pii/S1877050923016599,,,,
2021,Multiobjective multifactorial immune algorithm for multiobjective multitask optimization problems,Zhiwei Xu and Kai Zhang,https://doi.org/10.1016/j.asoc.2021.107399,https://www.sciencedirect.com/science/article/pii/S1568494621003227,,,,"Inspired by human brains’ ability to solve multiple tasks simultaneously, evolutionary multitasking is proposed to improve the overall efficiency of optimizing multiple tasks simultaneously by reusing the learned knowledge. The immune algorithm is inspired by the biological immune system that has been proven to be effective in many practical multiobjective optimization problems, with efficient convergence and search efficiency. In this paper, a novel multiobjective multifactorial immune algorithm is proposed with a novel information transfer method to solve multiobjective multitask optimization problems. For each task, information advantageous for this task will be transferred from the others to accelerate convergence through the proposed information transfer method. Finally, the proposed algorithm is compared with the state-of-the-art multiobjective evolutionary multitasking algorithms and the classic multiobjective evolutionary algorithms. The experimental results on the classical multiobjective multitask and the multiobjective many-task test suites demonstrate that the proposed algorithm provides very promising performances."
2018,Do birds of different feather flock together? Analyzing the political use of social media through a language-based approach in a multilingual context,Saifuddin Ahmed and Kokil Jaidka and Jaeho Cho,https://doi.org/10.1016/j.chb.2018.04.051,https://www.sciencedirect.com/science/article/pii/S0747563218302218,,,,"This study analyzes the political use of Twitter in the run-up to the 2013 Malaysian General Election. It follows a content and social network analysis approach to investigate the interplay of language and political partisanship in social media use, among Twitter users in Malaysia. In the period leading up to the 2013 elections, Twitter posts collected under the hashtag #GE13 reveal that communities that post in English versus the Malay language, differ in how they use Twitter and with whom they interact. As compared to English users, Malay users are more likely to seek political information and express their political opinion. In online discussions, we observe language-based homophily within the English and Malay language communities, but there are some cross-cutting interactions between opposing political communities. We discuss the implications of our findings for the political use of new communication technologies in multi-ethnic and multilingual societies."
2021,10 - International usability testing,Carol M. Barnum,https://doi.org/10.1016/B978-0-12-816942-1.00010-1,https://www.sciencedirect.com/science/article/pii/B9780128169421000101,Morgan Kaufmann,Usability Testing Essentials (Second Edition),Carol M. Barnum,"This chapter covers the unique requirements for usability testing with international users, whether these users are in your own country or in another country. Topics covered include learning about international users, understanding cultural differences based on research on different cultures, including the work of Hofstede and Hall, and creating personas for these users. The chapter explains how to plan a test, considering such factors as in-country or remote testing, using a local vendor, localizing the test protocol, working with an interpreter, selecting the appropriate moderator, and making other adjustments to accommodate cultural differences."
2015,Cultural values and Facebook use among Palestinian youth in Israel,Rana Abbas and Gustavo S. Mesch,https://doi.org/10.1016/j.chb.2015.02.031,https://www.sciencedirect.com/science/article/pii/S0747563215001351,,,,"Culture is a set of values that influences attitudes and social behavior. Despite the role of culture in shaping attitudes and motivations, most of the extensive research literature on the determinants and patterns of social media use has focused on psychological and social factors. The purpose of this study is to fill this gap by investigating the role of cultural values in perceptions of privacy, trust and motivations for using Facebook among young Palestinians in Israel. We relied on Hall’s concept of high and low communication contexts and three of Hofstede’s cultural dimensions: collectivism, power distance and uncertainty avoidance. Data from a survey of Arab high school students (N=567) established that variations in the adoption of cultural values are associated with the motivation for using Facebook through their effect on trust and on privacy concerns. We discuss the findings and their implications."
2024,Chapter 2 - Foundation of cognitive science,Vikas Khare and Sanjeet Kumar Dwivedi and Monica Bhatia,https://doi.org/10.1016/B978-0-443-16078-3.00005-8,https://www.sciencedirect.com/science/article/pii/B9780443160783000058,Morgan Kaufmann,"Cognitive Science, Computational Intelligence, and Data Analytics",Vikas Khare and Sanjeet Kumar Dwivedi and Monica Bhatia,"The fundamental principle of cognitive science is rooted in the notion that a comprehensive understanding of the mind or brain cannot be achieved by solely focusing on one level. An example that exemplifies this is the challenge of recalling a phone number afterwards. To comprehend this process, one approach would involve examining behavior through direct or naturalistic observation. Within this chapter, the fundamental concepts of cognitive science are explored, encompassing the understanding of the brain, sensory motor information, language, and linguistics. This exploration encompasses the concepts of psycholinguistics and creative linguistics. Additionally, the chapter delves into the theory of information processing and the notion of short-term memory (STM). Moreover, the chapter presents case studies that revolve around the aforementioned topics of brain and sensory motor information, language and linguistic knowledge, information processing, and the concept of STM."
2022,Co-creating value with customers in online service recovery: Bridging the links between mandatory and voluntary customer participation,Yu Zhang and Yafen Yuan and Bingjia Shao,https://doi.org/10.1016/j.elerap.2022.101188,https://www.sciencedirect.com/science/article/pii/S1567422322000722,,,,"Enabling customers to participate in online service recovery is crucial for online service providers to realize value co-creation. The existing literature has discussed the significance of customer participation individually in terms of mandatory customer participation (MCP; in-role) and voluntary customer participation (VCP; extra-role). In this study, we adopted basic needs theory to further explore the relationship between these two forms of participation by adopting online service recovery using tourism applications (apps) as the research context. The results indicate that two subdimensions of MCP (physical and mental participation) promote customers’ perceived autonomy, competence, and relatedness, resulting in higher online post-recovery satisfaction and VCP intentions (e.g., helping others and recommending). However, the third subdimension of MCP (emotional participation) only positively affects perceived competence. Furthermore, customer-oriented tourism apps can enhance the positive effects of physical and mental participation in terms of satisfying basic needs."
2023,Understanding the information journeys of late-life migrants to inform support design: Information seeking driven by a major life transition,Jia Tina Du,https://doi.org/10.1016/j.ipm.2022.103172,https://www.sciencedirect.com/science/article/pii/S0306457322002734,,,,"Little is known about the information behaviors of older migrants who migrate later-in-life and their settlement experiences in the host country. Through the intersectional lens of information behavior in transition theory and the information journey framework, this article reports on a qualitative study investigating the information behaviors of late-life migrants who recently migrated to Australia. A narrative inquiry was conducted with 22 older Chinese migrants (aged 67 on average) who participated in focus group discussions and in-depth interviews, yielding 269 pages of the transcripts and notes for analysis. Older Chinese migrants’ information behaviors were demonstrated as a five-stage information journey model driven by information seeking for migration, involving the identification of primary concerns of living, the orientation of the new setting and local information landscapes, response to the new information reality, and reconstruction of information landscapes across the transitional phases of understanding, negotiating, and resolving. The findings expand the knowledgebase on information behavior in the significant transition of late-life migration and a life event-oriented information journey. Practical implications are provided for information interventions and support that may be useful at different stages of information journey in transition."
2017,Factors influencing experience in crowds – The participant perspective,Victoria Filingeri and Ken Eason and Patrick Waterson and Roger Haslam,https://doi.org/10.1016/j.apergo.2016.09.009,https://www.sciencedirect.com/science/article/pii/S000368701630206X,,,,"Humans encounter crowd situations on a daily basis, resulting in both negative and positive experiences. Understanding how to optimise the participant experience of crowds is important. In the study presented in this paper, 5 focus groups were conducted (35 participants, age range: 21–71 years) and 55 crowd situations observed (e.g. transport hubs, sport events, retail situations). Influences on participant experience in crowds identified by the focus groups and observations included: physical design of crowd space and facilities (layout, queuing strategies), crowd movement (monitoring capacity, pedestrian flow), communication and information (signage, wayfinding), comfort and welfare (provision of facilities, environmental comfort), and public order. It was found that important aspects affecting participant experience are often not considered systematically in the planning of events or crowd situations. The findings point to human factors aspects of crowds being overlooked, with the experiences of participants often poor."
