year,title,author,doi,url,publisher,booktitle,editor,abstract
2019,The role of basic mathematics concepts in programming teaching and learning,"Mart\'{\i}nez-Vald\'{e}s, Jos\'{e} Alfredo and Garc\'{\i}a-Pe\~{n}alvo, Francisco Jos\'{e} and Vel\'{a}zquez-Iturbide, J. \'{A}ngel",10.1145/3362789.3362933,https://doi.org/10.1145/3362789.3362933,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"App Inventor is an online tool to create apps for mobile devices with Android operating system. With this tool, teachers can develop applications and video games that help students to learn fundamental concepts of mathematics through programming. The implementation of the integer division algorithm firstly in App Inventor, and later in C++ using successive subtractions required a detailed explanation of this algorithm. We have implemented an algorithm that uses the integer division theorem in response to a problem detected among mathematics teachers interested in teaching programming. This study involved 19 participants in 4 institutions in Palmira and Medell\'{\i}n (Colombia). The results indicated that the programming languages such as C++, Java and Python presented the erroneous results in the integer division when the divisor is a negative number, a similar situation to that was observed among the participants who presented quotients and incorrect residues in most cases. Using App Inventor in a programming course with teachers Maths allowed us to enrich the application with a video game for the student' self-evaluation in relation to the appropriation of the algorithm of the division of integer numbers."
2019,Mapping uncertainty around research data: a Digital Humanities transdisciplinary perspective adopting the Johari window,"Hidalgo, Enric Senabre and Wandl-Vogt, Eveline and Dorn, Amelie and Souza, Renato Rocha",10.1145/3362789.3362931,https://doi.org/10.1145/3362789.3362931,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"In the current context of the Digital Humanities, it is each time more necessary to investigate and advance in the generation of knowledge through the analysis of large volumes of data and visualizations. On the other hand, as in many academic fields, the value of different perspectives in the research process is progressively recognized, integrating not only diverse disciplines but also the knowledge from non-academic roles. At the confluence of these two emerging paradigms, the uncertainty surrounding the data, information and knowledge generated by data visualization and transdisciplinarity approaches represents a methodological and a technical challenge. Through complementary methods of participatory design and a survey to DH scholars, we propose the prototype of a participatory material for working sessions that can help to reflect a collaborative visualization of types of uncertainty in the field of DH, especially for early phases of awareness and familiarization with the topic. As a result of a first cycle of iterations with 14 participants in a workshop, and the inputs of 50 survey respondents, we propose a canvas model adapting the Johari window which allows to visualize and share examples of knowledge uncertainty around research datasets, integrating diverse emerging taxonomies in this field of study."
2019,Student motivation for a degree on civil engineering: An ISEP first-cycle degree on civil engineering initiative,"Ribeiro, Diogo and Neto, Teresa and Santos, Ricardo and Portela, Maria da F\'{a}tima",10.1145/3362789.3362911,https://doi.org/10.1145/3362789.3362911,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"This paper describes an initiative of the first-cycle degree on civil engineering from the School of Engineering-Polytechnic of Porto (LEC-ISEP) promoting the early integration and motivation for the study of civil engineering. On the academic year of 2018/19 the direction board of the first cycle degree decided to implement the initiative EngenheiroCivil@Work (CivilEngineer@Work) destined exclusively to students of the first curricular year, with the purpose of giving these students a short and first presential contact with the practice of civil engineering and professional civil engineers on their own work environment.The direction board of the degree has been monitoring this ongoing experience through enquiries and a close and continuous contact with all participants. For an experimental and novel initiative, the acceptance and involvement of the students, teachers and companies was very positive, although some aspects deserve further consideration and attention. This initiative was thought and is expected to contribute for the sustainability of the degree, namely the number of enrolled students, thru a motivation boost and an awakening on the general interest of civil engineering."
2019,Mixed methods: Lessons learned from five cases of doctoral theses,"Valenzuela-Gonz\'{a}lez, Jaime Ricardo",10.1145/3362789.3362904,https://doi.org/10.1145/3362789.3362904,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"The use of the so-called mixed methods has had a significant growth in educational research throughout the present century. The combined use of both quantitative and qualitative methods, based on certain epistemological assumptions, aims to understand in a more holistic way various educational phenomena. The purpose of this paper is to present a reflection on the lessons learned that the author synthesizes from his work as an adviser of five doctoral theses using these methods. The results highlight five lessons learned about methodological references, philosophical foundations, methodological variations, precision of terms, and students' training."
2019,Technological research methodology to manage organizational change,"Ramos, Hilda A. Del Carpio and Ramos, Pedro A. Del Carpio and Garc\'{\i}a-Pe\~{n}alvo, Francisco Jos\'{e}",10.1145/3362789.3362890,https://doi.org/10.1145/3362789.3362890,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"Change is a process that is part of the nature of people; however, within organizations, it should be seen as an invention that will generate benefits in the markets. The main objective of this work is to design a technological methodology to manage change from seven administrative models. For this, a bibliographic review was carried out; the method applied was analysis-synthesis; the example technique was used to comment; the support instruments were a standard data collection form and a comparative table to analyze this data vertically and horizontally. The methodology was validated in the research units of a local university. The main results were 1) The change of management within organizations is an invention; 2) administrative models of change are used to manage it; 3) but, to be successful in managing change, the methodology of technological research is required in addition to the administrative process."
2019,Coping with and addressing the risks of children TV and online devices usage: A review and proposal of guidelines for parents,"Guerrero, Mar\'{\i}a Jos\'{e} Casany and Forment, Marc Alier",10.1145/3362789.3362882,https://doi.org/10.1145/3362789.3362882,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"Children start to be heavy users of media and connected devices as young as 5 years old. This widespread change of habits, while it is regarded as an opportunity for enhanced learning and acquisition of digital literacy, also raises concerns about the impact that is having and may have in the near future of children's health, development and exposure to risks.Parents have to cope with these concerns and address these risks as part of their duties. ""Parental Mediation"" is the management of the relation of children with media and online devices. Parental mediation is a form of socialization as parents influence their children's behaviors and attitudes related to technology.This paper analyzes the risks and implications of the growing exposure of children to tech, goes through a number of studies on parental mediation, and proposes a set of guidelines for parental mediation."
2019,Learning object for contextualization of matrix operations in digital image processing through programming,"Cortes, Diego Mauricio Galindo and Rodr\'{\i}guez, Claudia Margarita Orozco and Alejo, Ver\'{o}nica Vargas",10.1145/3362789.3362876,https://doi.org/10.1145/3362789.3362876,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"Currently, some students do not understand correctly certain mathematical concepts. Matrices and their operations are some example of this. This can be related to the lack of contextualization in some area of interest, which makes the student thinks that the concept learning without applications is meaningless. For this reason, it is important to present mathematical concepts in a contextualized manner in some area of interest. This paper presents the construction of a Learning Object (LO) for matrix operations and an application in digital image processing. This work carried out aims to investigate the effects produced by the use of the LO and the C ++ programming language for digital image processing, in the operations and application matrices learning process. The LO construction process followed the phases of the ADDIE model. The results obtained during the implementation and evaluation phase of the model are presented. The LO was implemented in the course of Programming for Sciences, and seven students of the Bachelor of Mathematics of the University of Guadalajara participated in the focus group session. The results show the proposal is interesting, easy to use and it has a good educational potential. The evidence shows that the learning was achieved satisfactorily, since the visualization and reasoning processes are observed in the worksheets."
2019,Learning computational thinking and social skills development in young children through problem solving with educational robotics,"Caballero-Gonzalez, Yen-Air and Mu\~{n}oz-Repiso, Ana Garc\'{\i}a-Valc\'{a}rcel and Garc\'{\i}a-Holgado, Alicia",10.1145/3362789.3362874,https://doi.org/10.1145/3362789.3362874,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"The technological advance that is currently evident in the different social contexts is contributing to consolidate educational processes that allow the strengthening of technological and social skills in students. This paper presents some results obtained in the development of a learning experience in computational thinking and social interaction skills, using problem solving activities and educational robotics in a playful way. The experience involved 46 students and 2 teachers of the first level of primary education of a concerted school in Salamanca, Spain, during the period 2017-2018. A rubric and checklists were used as data collection instruments. The results show a significant advance in the computational thinking and social development skills explored."
2019,1D Finite Element model using rod element applied to muscle behavior simulation,"Lechosa, Emilio and D'Amato, Roberto and Haro, Fernando Blaya and Juanes, Juan A.",10.1145/3362789.3362868,https://doi.org/10.1145/3362789.3362868,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"The objective of this study is to implement a new simplified model of a muscle, based on a 1D element, rod type, used in most common analysis, instead of a 3D mesh of the muscle geometry. The main advantages of this new method for modeling muscles is that several position of a joint, where the muscle is involved, could be analyzed without any added effort to the original meshing of the model. We only need to locate the bones involved in the joint in their new position, and so the muscles will move to their right position. 3D models allow us to study in a more detailed manner the muscle stress maps, deformations, but the main issue we must work on is the need of re-meshing the 3D geometry any time the joint changes in position. With this simplified method, only its insertion points, the section and the length, define the muscle, in the FEA. And none of the changes when the joint changes in position."
2019,Development and Evidence Generation of Content Validity for a Table of Specifications to Measure Study Skills in College Students,"D\'{\i}az, Angel Cahue and L\'{o}pez, Alicia Aleli Chaparro Caso",10.1145/3362789.3362860,https://doi.org/10.1145/3362789.3362860,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"There are different instruments that try to assess the behaviors related to the concept Study Skills. In the analysis carried out by Entwistle and McCune [1] on the conceptual bases of the study strategies inventories, it is established that there is no consensus on the terms used to refer to the various behaviors that relate to the activity of study and this is why the authors use terms such as study strategies, study processes, study styles, study approaches and study skills to refer to the same behaviors. Biggs et al. [2] in its Study Process Questionnaire (SPQ), which is one of the most used questionnaires to measure study skills, proposed a structure that may be relevant in the evaluation of the construct Study Skills, because it encompasses the deep and superficial aspects enunciated by Marton and S\""{a}lj\""{o} [3], but, in turn, subdivides them into strategies (which can be understood as specific actions) and motives (referring to the elements that drive these actions). It is important to notice that Mexican culture has particular characteristics that may lead to different behaviors from those of students from other cultures such as the Anglo-Saxon. The method consisted of three stages each of which sought to generate evidence of validity from different sources for a table of specifications for the construction of an inventory of study skills for Mexican college students. The resulting indicators in the sub-dimension Surface strategy were 7; the sub-dimension Surface motivation was made up of 4 indicators; the sub-dimension Deep strategy was delimited by 11 indicators; the sub-dimension Deep motivation was constituted by 4 indicators. Finally, 26 indicators that delimit the construct Study Skills were detected."
2019,Education to mobilize society for Climate Change action: The Climate competence in education,"Ferrari-Lagos, Enzo and Mart\'{\i}nez-Abad, Fernando and Ru\'{\i}z, Camilo",10.1145/3362789.3362853,https://doi.org/10.1145/3362789.3362853,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"Climate change (CC) is the greatest environmental, economic and political threat for society. The scientists of the IPCC (Intergovernmental Panel on Climate Change) consider that an increase of 2 °;C with respect to the temperature of the pre-industrial era is the limit for dangerous and catastrophic changes in our planet Earth. For this reason, the international community has recognized the need to improve our mitigation and adaptation policies, where education has an important role as an agent to create awareness, train and mobilize young people in the face of the challenges of Climate Change. Although the role of Education is recognized, it is not fully implemented as a strategic resource. The motivation of this project is to create an objective diagnosis of the current state of formal education on Climate Change, propose new strategies to develop the important tasks that Education must complete on this issue and finally, building new concepts and frameworks to push the role of Education as a real solution. We have introduced the new concept of Climate Competence. which organizes knowledge, awareness and skills. The work also includes creating tools to evaluate the efficiency and fitness of traditional curriculums and new education tools such as online reaching or MOOCs."
2019,The risks of new technologies in Black Mirror: A content analysis of the depiction of our current socio-technological reality in a TV series,"Blanco-Herrero, David and Rodr\'{\i}guez-Contreras, Laura",10.1145/3362789.3362844,https://doi.org/10.1145/3362789.3362844,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"The use of modern technologies has meant a complete revolution of modern societies. This revolution goes beyond purely technological aspects, changing our behaviors and opening the door to new risks. The British TV series Black Mirror, one of the most successful dystopias dealing with technology in the current television scenario, deepens into the different uses and effects of those technologies, allowing the identification of possible risks that come together with the new socio-technological paradigms. To study this, a content analysis of all 22 chapters broadcasted until today was conducted. We observed that social media, smartphones and tablets and technological implants in humans are the most present technologies; technology is depicted under a rather negative perspective in the series, with generally negative effects over societies, and full of risks. The most relevant of them are the loss of privacy or security, the lack of distinction between the real and the virtual world and the development of addictive behaviors. The similarities with the reality of the target public make this series a potential tool to educate or warn about those matters."
2019,"3D Reconstruction of the Female Perineal Musculature, from Sections of Magnetic Resonance: Interactive computer development","Romero, Lourdes Asensio and G\'{o}mez, Manuel Asensio and Prats-Galino, Alberto and M\'{e}ndez, Juan A. Juanes",10.1145/3362789.3362829,https://doi.org/10.1145/3362789.3362829,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"A computer development that allows to visualize and interact with the musculature of the female pelvis reconstructed from serial sections of high resolution magnetic resonance in a virtual environment is presented.The possibilities of representing these structures three-dimensionally in any spatial orientation, together with sectional radiological images, in the three planes of space (axial, coronal and sagittal), facilitate the understanding and anatomical identification of the whole of the bony and muscular elements of this region.Our procedure, thanks to a very intuitive graphic interface, allows the observation of the muscular elements in three dimensions and their insertion in the bones of the pelvis, always taking as a reference pattern the magnetic resonance cuts.This computer application represents an important tool for the training of specialists in gynecology, as well as a preliminary step in the planning of surgical interventions of the pelvic floor."
2019,3D printed models-based lab activities to enhance learning-teaching processes in Structural Engineering courses,"Celorrio-Barragu\'{e}, Luis and Calvo-Sim\'{o}n, Sergio and Gaspar, Marcelo and Vidal-Cort\'{e}s, Mariano and Mart\'{\i}n-Ramos, Pablo",10.1145/3362789.3362819,https://doi.org/10.1145/3362789.3362819,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"Three-dimensional (3D) printing is a promising tool in Engineering education, as it can facilitate learning, contribute to the development of key skills and competences, increase the engagement and interest of students, and promote their creativity. In this work, a set of laboratory activities aimed at enhancing the learning-teaching experience of sophomore and junior students of engineering degrees related to structures is presented. To improve their understanding and their ability to calculate the stability, strength and rigidity of built structures, the use of 3D printed models is put forward. These printed models can be used as specimens in lab tests and also as visualization objects to improve students' comprehension in lectures. Moreover, they offer interesting advantages in terms of their lower cost, easy manipulation, low weight and short time of production. Five lessons, designed for Strength of Materials and Theory of Structures courses, which cover tensile testing, the analysis of truss and plane frames, bolted and welded joints, and constructive details in reinforced concrete structures are discussed."
2019,Tractographic Representation of the Projection Fibers in the Internal Capsule,"Mujika, Katrin Muradas and M\'{e}ndez, Juan Antonio Juanes and Miguel, Andr\'{e}s Frami\~{n}\'{a}n de",10.1145/3362789.3362810,https://doi.org/10.1145/3362789.3362810,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"The internal capsule is a brain structure with many important nerve tracts, including the pyramidal tract, which conducts information for the voluntary movement of the limbs. These nerve tracts and the specific location of their nerve fibers have been known for over 40 years. However, the study of these tracts can be difficult to understand, because these structures are not easily isolated for an in vivo anatomical study. Therefore, in this work we want to analyze and present the somatotopic arrangement of the nerve tracts in the internal capsule. To do so, we will use the information obtained from a magnetic resonance sequence with post-processing software to create the tractographic representation of this area."
2019,Information Competencies in Chilean Education: Implementation and evaluation,"Joo-Nagata, Jorge and Mart\'{\i}nez-Abad, Fernando and Lira-Castro, Carolina",10.1145/3362789.3362807,https://doi.org/10.1145/3362789.3362807,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"Within the complexity of the Information Society, which is constantly mediated the impact of Information and Communications Technology (ICT), demand for the incorporation of key competencies educational processes, which highlights the digital information skills, which are related to the processing of information in a virtual context and the competence of digital processing, particularly in relation to the context offered by the Internet. From this aspect, the formation of students from the first teaching degree becomes important. This study evaluates the effectiveness of an educational intervention in a b-learning context for training in informational skills at the primary degree of education. In this way, a pre-experimental design with pre-test and post-test was applied to a sample of 328 elementary students in Chile, in the sector of the Province of Maipo. The data collection began with a validated instrument for evaluating performance in the four dimensions of information competencies: Search, Evaluation, Processing and Communication of the digital Information. After checking the previous assumptions of normality and homoscedasticity, the corresponding statistical tests were applied in the data analysis. The results establish an increase in the learning of informational competences based on the application of the educational intervention."
2019,Understanding Uncertainties in Thermographic Imaging,"Rodr\'{\i}guez-Gonz\'{a}lvez, Pablo and Rodr\'{\i}guez-Mart\'{\i}n, Manuel",10.1145/3362789.3362799,https://doi.org/10.1145/3362789.3362799,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"The present article proposes a workflow based on free/open-source software solutions for the acquisition of competences in engineering courses related to the use of thermographic images. The approach is aimed to three-dimensional visualization techniques over thermographic images to improve the comprehension and interpretation of the different error sources that affects the measurements, and therefore the conclusions and analysis derived from them. The present work is framed inside the virtual laboratories discipline, as the new learning material can be employed for the acquisition of competences and skills. Additionally, it can be used for the evaluation of competences in asynchronous and e-learning programs. The learning materials could be easily deployed in a learning management system, allowing the students to work with the models by means of open-source solutions easily, both in asynchronous and face-to-face courses. Consequently, the present approach will improve the application of professional techniques, so the future professionals will reach the working market better prepared."
2019,Computational thinking and robotics in education,"Garc\'{\i}a-Pe\~{n}alvo, Francisco Jos\'{e} and Conde, Miguel \'{A}. and Gon\c{c}alves, Jos\'{e} and Lima, Jos\'{e}",10.1145/3362789.3362957,https://doi.org/10.1145/3362789.3362957,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"After the computational thinking sessions in the previous 2016-2018 editions of TEEM Conference, the fourth edition of this track has been organized in the current 2019 edition. Computational thinking is still a very significant topic, especially, but not only, in pre-university education. In this edition, the robotic has a special role in the track, with a strength relationship with the STEM and STEAM education of children at the pre-university levels, seeding the future of our society."
2019,"Educational but risky: New technologies in a new context: Editorial of the Communication, Education and Social Media Track of the TEEM Conference 2019","Arcila-Calder\'{o}n, Carlos",10.1145/3362789.3362953,https://doi.org/10.1145/3362789.3362953,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"Communication, Education and Social Media Track of the TEEM Conference 2019, taking place at the University of Le\'{o}n from the 16th to the 18th of October, includes ten presentations with two clear focuses: educational uses and applications of new technologies, mainly social media, and the risks of these new technologies. Most of the presentations are from authors affiliated to the University of Salamanca, but the fields they come from are very different, and there is a notable presence of international authors and institutions, as well as presentations focused in international contexts, what enriches the potential discussion and the interest of the track."
2019,"A new methodology for early warning of critical academic performance, based on discrete predictive models","Meca, Inmaculada and Moll\'{a}-Campello, Nuria and Rabasa, Alex",10.1145/3362789.3362937,https://doi.org/10.1145/3362789.3362937,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"It is widely demonstrated that academic performance depends on many different factors, and those have a different specific weight depending on the evaluated subject or the academic level.This paper proposes a methodology that includes a mechanism to measure the weight of the variables that really have a direct impact on academic performance. To address this problem, which falls within the scope of prediction, it is appropriate to resort to classification techniques that model academic performance as a discrete variable, even if that variable has a continuous nature.This article presents a methodology based on the hypothesis that the way the performance variable is discretized will significantly affect the predictive models generated. This work highlights a relation between the factorization criteria and the most-relevant attributes selected to classify instances. Also, the paper shows a relation between the predictive model obtained and the target variable factorization criteria."
2019,Treatment of children obesity and diabetes through gamification: a case of study,"R\'{\i}o, Nazaret G\'{o}mez del and Gonz\'{a}lez-Gonz\'{a}lez, Carina S. and Mart\'{\i}n-Gonz\'{a}lez, Raquel and Navarro-Adelantado, Vicente and Toledo-Delgado, Pedro and Marrero-Gordillo, Norberto and Barrios-Fleitas, Yeray del Cristo and Armas-Ramos, Honorio and Gac\'{\i}a-Pe\~{n}alvo, Francisco",10.1145/3362789.3362935,https://doi.org/10.1145/3362789.3362935,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"Childhood obesity is nowadays a global epidemic. This illness sometimes comes with another associated problem, like Diabetes type II. In this paper we present a case of study about the results of the application of a gamified educational program. A 3-year longitudinal and prospective study was conducted a patient with obesity and diabetes. Different assessments regarding the health state of the patient have been developed (family background, physical/medical, emotional state and physical activity). Using Positive outcomes have been obtained in their medical registers and also, in their health habits. Thus, the application of gamification strategies in the educational program has positive impact in the health."
2019,Impact indicators of educational innovations based on active methodologies,"Fidalgo-Blanco, \'{A}ngel and Sein-Echaluce, Maria Luisa and Garc\'{\i}a-Pe\~{n}alvo, Francisco J.",10.1145/3362789.3362894,https://doi.org/10.1145/3362789.3362894,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"""Think global, act locally"" is one of the phrases that define the idea of any innovation. It denotes that the impact must be global and contribute to the advancement of knowledge in a specific sector, for example. The innovation applied in the classroom is known as ""teaching educational innovation"" and thinking in global is complicated because innovation is carried out in a specific subject. Specific contexts have needs and conditions that difficult the transference outside the subject itself. This work provides a method to consider any teaching educational innovation in global terms, even before knowing the specific innovation method to apply. In this way, transferability would be enhanced and the global impact on the change of the educational model would be improved. For this purpose, a study has been carried out with more than 85 professors from different universities. The objective of the study is to show that they have a common vision on the indicators to measure the leaning impact when they apply teaching educational innovation in their own subjects."
2019,General versus specific recipients for online training courses: Evaluating an experience on basic mathematics for engineers,"Nieto-Isidro, Susana and Ramos, Higinio",10.1145/3362789.3362892,https://doi.org/10.1145/3362789.3362892,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"At the Polytechnic School of Zamora (University of Salamanca, Spain), an initiative has been carried out to improve the basic mathematical knowledge of new-entry engineering students. In order to reach this objective, a diagnosis of the situation was firstly made, based on the results of an initial mathematical knowledge questionnaire completed by all first-year students of six engineering degrees. After analyzing the results of this test and the main mistakes made by the students, the appropriate content was selected, and an online course was designed and made available to all students groups. As a model for this initiative, it was used a pilot course that the authors had formerly developed for a small number of mechanical engineering students coming from Vocational Modules. This pilot course, which was voluntary for those students, had excellent results, both in academic achievements and involvement. However, the general course, although it reached more than 10 times the number of students in the pilot course, has shown very limited participation results, with a very strong dropout rate after the first few weeks. This paper compares both initiatives, describes general online course and shows the differences between developing courses aimed at general audiences (with a sharp decline in participation) rather than proposing courses for smaller groups that have more specific educational needs."
2019,Didactical use of a remote lab: a qualitative reflection of a teacher,"Lima, Nat\'{e}rcia and Viegas, Clara and Garcia-Pe\~{n}alvo, Francisco",10.1145/3362789.3362891,https://doi.org/10.1145/3362789.3362891,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"This work describes the teacher reflections about a didactical implementation using a remote laboratory and their impact on his practice. These reflections are analyzed from three different perspectives: how the literature review influenced the design of the didactical implementation (namely the first); how his reflection upon his practice influenced its modifications; how his research activity impacted and affected his teaching practices in the subsequent implementations and guided the modifications made. The remote lab was introduced in a Physics Course in an Engineering degree and was intended to be a learning space where students had the opportunity to practice before the lab class, supporting the development of experimental competences, fundamental in an engineer profile. After the first implementation in 2016/17 academic year it has undergone two subsequent editions with adjustments and modifications.Some features previously reported in literature such as: teacher's experience with VISIR, the importance of an introductory activity and defining VISIR tasks objectives, were corroborated by the teacher during his practice and research. Others, such as the difficulty some students have in understanding the difference between simulation and remote labs appeared directly from his practice and were pursued in his research in order to deeply understand its implications."
2019,Factors that adults attribute for finishing a xMOOC on energy sustainability,"Gonz\'{a}lez, Jos\'{e} Antonio Canchola and Morales, Leonardo David Glasserman",10.1145/3362789.3362889,https://doi.org/10.1145/3362789.3362889,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"MOOCs are mainly being used by adults with an educational background of a college degree. Despite the disappointing results in the statistics of completion of the courses, specialists suggest moving the attention from the completion of these to focus on the intentions of the students. Meanwhile, researchers have mainly studied the obstacles why students do not finish MOOCs, but little has been studied about what the success factors are for the participants. The present investigation tries to study specifically the adult participants, divided into three age groups, to compare which are the most influential factors to finish a MOOC. In this research, participants from different Spanish-speaking countries were chosen (n = 1978) to compare the factors that most influenced them to complete a MOOC. It was identified that among the age groups of adults, the most relevant factor to finish a MOOC were the personal factors; which may include the way of studying or how the student organizes her o his time."
2019,Adoption of social media for scientific communication by PhD students: The case of the PhD in Education in the Knowledge Society,"S\'{a}nchez-Holgado, Patricia and Blanco-Herrero, David and Arcila-Calder\'{o}n, Carlos and Frutos, Francisco Javier",10.1145/3362789.3362887,https://doi.org/10.1145/3362789.3362887,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"There is currently a consensus about the importance that social communication of science has in order to reach all audiences and add value to the researcher's work. PhD students that join the profession have a growing number of opportunities to form themselves in transversal communication and media competencies, including technologies such as social media, which strengthen their profile. The use of the most popular social media, such as Facebook, Twitter, Instagram or YouTube is already common in this new context. Previous studies have proven the existence of a relationship between the perception of obtaining future rewards with a technology (performance Expectancy), the difficulty its use implies (effort Expectancy) and the opinion of the social environment (social influence), and the real use of said technology.Based on the theoretical model of UTAUT (Unified Theory of Adoption and Use of Technologies), our hypothesis is that existence of an indirect conditional effect of the performance Expectancy, the effort Expectancy and the social influence over the real use of social media for science communication by PhD student, and that this effect is mediated by the intention of use and moderated by gender and age.Our goal is to analyze the mechanisms that cause said effect in doctoral students of the PhD in Education in the Knowledge Society of the University of Salamanca.We surveyed the 180 students of the program, so that we could know the level of adoption of social media for science dissemination and the variables that influence the intention of use and the real use of them. The UTAUT model is partially confirmed and the results of the moderated mediation prove that the performance Expectancy, the effort Expectancy and the social influence in the students affect the real use of these media."
2019,Adaptive learning based on AI with predictive algorithms,"Rinc\'{o}n-Flores, Elvira G. and Mena, Juanjo and L\'{o}pez-Camacho, Eunice and Olmos, Omar",10.1145/3362789.3362869,https://doi.org/10.1145/3362789.3362869,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"Learning Analytics (LA) is an analysis toolset that enables collection of students' data and context data, for the purpose of visualizing indicators of performance that allow for improvements for learning and academic success. In this study, artificial intelligence (AI) algorithms like K-Nearest Neighbor and Random Forest were used. These algorithms trained a model that could predict the academic success of college-level engineering students. Under an experimental model with 182 students, three instructors leading six groups of Physics II for engineering majors of the Tecnologico de Monterrey (Mexico) administered adaptive measures for one group each and not for the other of their groups (the control groups). Three forecasts were calculated considering structured academic information (numerical grades) and unstructured academic information (student ID pictures). Unstructured data from the facial photograph and numeric academic information from the first evaluation period were considered for the study. The results show a significant difference between the control and experimental groups of only one instructor, while the results of the other two instructors' control and experimental groups were consistent. One finding of this study is that, despite the prediction not being correct for each student, a general picture of the performance of the group was given. It seems that the algorithm must be trained with more data for the forecast to be more precise in the future."
2019,Age influence in gender stereotypes related to Internet use in young people: a case study,"Verdugo-Castro, Sonia and Garc\'{\i}a-Holgado, Alicia and S\'{a}nchez-G\'{o}mez, Mª Cruz",10.1145/3362789.3362846,https://doi.org/10.1145/3362789.3362846,Association for Computing Machinery,Proceedings of the Seventh International Conference on Technological Ecosystems for Enhancing Multiculturality,,"The existence of gender stereotypes in relation to the use of the Internet led to the need to carry out the present study, which approaches young people perception of the use of the Internet and technologies. Based on knowledge of the existence of gender stereotypes in relation to the use of the Internet, the objective of the study is to detect whether the age of young people, with some previous experience on the Internet, marks differences in relation to the use they make of the Internet; in other words, whether the use made of the world network and the existing stereotypes may or may not have some type of dependent relationship with the age of the subjects. The study was applied in a group of the University of Salamanca (Spain) during the academic year 2018/2019, after the previous realization of activities during four months of sensitization, under the European project WYRED (netWorked Youth Research for Empowerment in the Digital). The final sample was composed by 48 subjects. For this purpose, a questionnaire was applied with 40 final items, which collected different activities that can be carried out on the Internet in order to find out what trend of use they presented in relation to the Internet, in comparison to their age. The two groups consisted of 26 people aged 20 or younger, and 22 people aged 20 or older. By means of a descriptive analysis, and the application of normality tests and non-parametric tests, no dependent relationships were detected between the use of the Internet after carrying out the survey and the age group in which the subject belonged. For the future it would be of special interest to be able to repeat the study comparing the opinion and use of young people on the Internet according to gender."
