year,title,author,doi,url,publisher,booktitle,editor,abstract
2019,How IT-Related Financial Innovation Influences Bank Risk-Taking: Results from an Empirical Analysis of Patent Applications,"Dietzmann, Christian and Alt, Rainer",10.1109/CBI.2019.00059,,,2019 IEEE 21st Conference on Business Informatics (CBI),,"This research investigates the effect of IT-related financial innovation on banks' risk-taking based on the patent applications of the 100 largest U.S. Bank Holding Companies (BHCs) from 2005 until 2015. The results show that financial innovation within the research period is not only product-focused and in contrast mainly determined by IT-related innovations like risk management systems, credit scoring models and risk or pricing algorithms. The present empirical analysis furthermore addresses the simultaneous causality between innovation and risk-taking, which causes an endogeneity problem in the regression analysis. Two potential instrumental variables for innovation have been examined, which focus on the open-mindedness of the banks' headquarter environments in terms of racial and ethnic diversity and sexual orientation. The results underline the positive effects of an open-minded environment on the innovativeness of the financial industry. Innovation, synthesized by the instrumental variable Ssex, tends to decrease bank risk-taking."
2023,Zero-Shot Racially Balanced Dataset Generation using an Existing Biased StyleGAN2,"Jain, Anubhav and Memon, Nasir and Togelius, Julian",10.1109/IJCB57857.2023.10449028,,,2023 IEEE International Joint Conference on Biometrics (IJCB),,"Facial recognition systems have made significant strides thanks to data-heavy deep learning models, but these models rely on large privacy-sensitive datasets. Further, many of these datasets lack diversity in terms of ethnicity and demographics, which can lead to biased models that can have serious societal and security implications. To address these issues, we propose a methodology that leverages the biased generative model StyleGAN2 to create demographically diverse images of synthetic individuals. The synthetic dataset is created using a novel evolutionary search algorithm that targets specific demographic groups. By training face recognition models with the resulting balanced dataset containing 50,000 identities per race (13.5 million images in total), we can improve their performance and minimize biases that might have been present in a model trained on a real dataset."
2020,Sail Car—An EPS©ISEP 2019 Project,"Zhu, Ana and Beer, Christopher and Juhandi, Karl and Orlov, Marko and Bacau, Narcisa-Laura and Kádár, Levente and Duarte, Abel José and Malheiro, Benedita and Justo, Jorge and Silva, Manuel Fernando and Ribeiro, Maria Cristina and Ferreira, Paulo Duarte and Guedes, Pedro",10.1109/EDUCON45650.2020.9125314,,,2020 IEEE Global Engineering Education Conference (EDUCON),,"This paper provides an overview of the development of a Sail Car within the European Project Semester (EPS), the international multidisciplinary engineering capstone programme offered by the Instituto Superior de Engenharia do Porto (ISEP). The main goal of EPS@ISEP is to offer a project-based educational experience to develop teamwork, communication, interpersonal and problem-solving skills in an international and multidisciplinary set up. The Sail Car team consisted of six Erasmus students, who participated in EPS@ISEP during the spring of 2019. The objective of the project was to design and develop a wind-powered, easy to drive land sailing vehicle. First, the team researched existing commercial solutions and considered the marketing, ethics and sustainability dimensions of the project. Next, based on these studies, specified the full set of requirements, designed the Sailo solution and procured the components and materials required to build a real size proof-of-concept prototype. Finally, the team assembled and tested successfully the prototype. At the end of the semester, the team considered EPS@ISEP a mind-opening opportunity."
2019,Building Momentum: How Department Chairs Lead Initiatives to Broaden Participation in Computer Science,"Zimmerman, Hilary B. and Toven-Lindsey, Brit and Sax, Linda J. and Lehman, Kathleen J. and Blaney, Jennifer M.",10.1109/RESPECT46404.2019.8985799,,,"2019 Research on Equity and Sustained Participation in Engineering, Computing, and Technology (RESPECT)",,"Broadening participation in computer science (CS) for women and underrepresented minority (URM) students is an important national priority. This research is part of a larger, longitudinal, qualitative study that highlights the role of the department chair in leading diversity-related change initiatives at a set of institutions across the country. Findings from this study reveal important insights about how department chairs lead diversity-related change efforts. Further, findings also highlight the ways that department chairs grapple with dramatically increasing enrollments, representative diversity, and critical mass."
2024,Post-Pandemic Hybrid Work in Software Companies: Findings from an Industrial Case Study,"Santos, Ronnie de Souza and Grillo, Willian and Cabral, Djafran and Castro, Catarina de and Albuquerque, Nicole and França, Cesar","",,,2024 IEEE/ACM 17th International Conference on Cooperative and Human Aspects of Software Engineering (CHASE),,"Context. Software professionals learned from their experience during the pandemic that most of their work can be done remotely, and now software companies are expected to adopt hybrid work models to avoid the resignation of talented professionals who require more flexibility and work-life balance. However, hybrid work is a spectrum of flexible work arrangements, and currently, there are no well-established hybrid work configurations to be followed in the post-pandemic period. Goal. We investigated how software engineers are experiencing the post-pandemic hybrid work landscape, aiming to understand the factors that influence their choices between remote and in-office work. Method. We explored a large South American company by collecting quantitative and qualitative data from 545 software professionals who are currently navigating diverse hybrid work arrangements tailored to their individual and team requirements. Findings. Our study revealed an array of factors that significantly impact hybrid work within the software industry, including individual preferences, work-life balance, commute time, social interactions, productivity, and more. Team dynamics, project demands, client expectations, and organizational strategies also play an important role in shaping the complex landscape of hybrid work configurations in software engineering. Conclusions. In summary, the success of hybrid work models depends on balancing individual preferences, team dynamics, and organizational strategies. Our study demonstrated that, at present, there is no one-size-fits-all individuals approach to hybrid work in the software industry. CCS CONCEPTS • Social and professional topics $\rightarrow$ Professional topics."
2017,Moderating cultural effects in a higher e-education context? Supervisor's tone of voice in recorded audio feedback,"Heimbürger, Anneli and Isomöttönen, Ville",10.1109/FIE.2017.8190646,,,2017 IEEE Frontiers in Education Conference (FIE),,"Providing feedback to learners on their writing assignments is one of the most important and time-consuming tasks that a supervisor performs. In e-Education environments, especially in the case of distance learning, giving feedback becomes more challenging because there are often no opportunities for face-to-face interaction. Typically, a supervisor provides comments to learners in written form via email; however, the use of recorded audio feedback (RAF) in e-Education environments has become a viable alternative. This work in progress reports on learners' perceptions of RAF in a multi-cultural higher e-Education context. Our observations indicate that learners tend to have positive feelings toward RAF and that RAF potentially moderates cultural effects. The observations are discussed in light of the relevant literature, and future research questions are proposed."
2017,European master in project management (EuroMPM) — Joint approach for master education,"Wolff, Carsten and Dechange, André and Mikhieieva, Olga",10.1109/STC-CSIT.2017.8099436,,,2017 12th International Scientific and Technical Conference on Computer Sciences and Information Technologies (CSIT),,"The EuroMPM [1] is a pan-European cooperation on Master education in project management with seven well aligned Master programmes in different European countries dealing with the ambition to offer an academic education in project management on EQF level 7 [2]. Connecting several Master programmes in a cross-border virtual Master School is a straightforward approach for high-quality Master education - especially in domains with a high level of transdisciplinary, international cooperation (e.g. the KIC Master Schools [3], or the MSPME [4]). The EuroMPM uses the concept of the cross-border Master School to address some typical competence requirements for international project managers: intercultural teamwork & communication, interdisciplinary & international cooperation, diversity in topics and tailored approaches (driven by innovations, technology development and new business models, e.g. the digital transformation) and project complexity. The EuroMPM Master School goes beyond traditional exchange semesters. Important elements are block-oriented teaching in workshops with students and lecturers from partner universities, with industry involvement [5] and with an interdisciplinary teamwork. Exchange is fostered by a high number of interaction points between the programmes, e.g. summer schools and student conferences. Furthermore, the concept of the international classroom contributes to a unique learning experience. A virtual cross-border Master School on a European scale as the EuroMPM has the required international project culture already in its own DNA. EuroMPM conducts the research on the efficiency and effectivity of the competence delivery based on a tailored indicator framework. We will present the EuroMPM concept, excerpts of the indicator framework and examples of measurement results."
2020,Influence of External Workforce Diversity Factors on Labor Productivity in Construction Projects: Empirical Evidence from Pakistan,"Maqsoom, Ahsen and Khan, Khawar and Musarat, Muhammad Ali and Mubasit, Hasnain and Shaheen, Iram",10.1109/DASA51403.2020.9317145,,,2020 International Conference on Decision Aid Sciences and Application (DASA),,"Workforce diversity has grown into an imperative problem throughout the world as it is deeply connected to organizational performance. This indicates that the organization should be enhanced and competitive in the current global environment. To enter the international arena, workforce diversity is among fundamental solutions. The organization must utilize or spend essential reserves on workforce diversity to generate chances for optimum employee productivity. Various workforce diversity factors influence employee productivity, thus influencing the organizational performance and the built environment. This research aims to analyze the location, physical ability, ethnicity, and labor union related workforce diversity factors influencing labor productivity. Data was collected through on-site surveys by getting survey questionnaire filled by 131 management professionals employed at different project sites. Based on average MIR values, location and physical ability factors were characterized as most critical among the workforce diversity factors affecting the labor productivity. Also, it was identified that the labor productivity is highly reliant on the location of the workplace, the environment provided, the physical ability of a worker, cultural norms and lockdown effects particularly. This research involves the participants from the construction industry of Pakistan; the potential research can be extended to further service sectors and growing economies."
2017,Service quality performance of student housing: The effects on students' behavioural intentions,"Najib, Nurul'Ulyani Mohd and Yusof, Nor'Aini and Tabassi, Amin Akhavan",10.1109/SCORED.2017.8305393,,,2017 IEEE 15th Student Conference on Research and Development (SCOReD),,"In recent years, there has been extensive research on student housing with the most debatable research topic focusing on student's residential satisfaction. However, there is still a dearth of research trying to understand how students perceive the performance of service quality in student housing and how students translate their perceptions into behavioural intentions. Thus, this study has investigated service quality performance as the main factors to influence the students' behavioural intentions. Paper-and-pencil questionnaires were distributed face-to-face to 1526 students in seven Malaysian public and private universities and 1184 useful responses were received. The data were analysed using descriptive statistics and covariance-based structural equation modelling. The results revealed that the aesthetic, freedom, serenity, and management dimensions significantly influenced the slightly likely execution of favourable behavioural intentions. The results imply that when students are adaptable to living in a multi-cultural community, have personal privacy, receive good hospitality, and perceive suitable building ambiance, they will show positive behaviour towards their student housing."
2023,Exploring the Cultural Gaps in Facial Expression Recognition Systems by Visual Features,"Siritanawan, Prarinya and Kojima, Haruyuki and Kotani, Kazunori",10.1109/TENCON58879.2023.10322368,,,TENCON 2023 - 2023 IEEE Region 10 Conference (TENCON),,"This study investigates the cultural dependence of a facial expression recognition (FER) system in an interactive agent by analyzing the performance of several recognition models in different cultural domains. A comprehensive cross-domain classification performance assessment reveals disparities in model performance across different cultural contexts, indicating challenges in cross-cultural FER. To further investigate these characteristics, several public datasets across regions and our cross-cultural dataset of facial expressions derived from Thai and Japanese TV shows are analyzed. By evaluating the capacity of existing FER models to interpret our newly collected data, we found significant variations in emotion interpretation across these cultural contexts, highlighting the necessity for culturally inclusive algorithms. These findings underscore the critical need for more consideration of cultural diversity in FER research, marking a crucial step toward more inclusive and culturally sensitive artificial intelligence technologies."
2018,Examining the Value of Mentoring in Youth Engineering Programs: What Motivates a Mentor to Mentor?,"Lewis, Racheida S. and Edwards, Cherie and Lee, Walter C. and Knight, David and Maxey, Kayla and Leeker, Jessica Rush and Cardella, Monica E. and Hynes, Morgan M.",10.1109/FIE.2018.8658860,,,2018 IEEE Frontiers in Education Conference (FIE),,"The purpose of this research study is to examine the motivations of undergraduate students, graduate students, and teaching professionals to serve as mentors for elementary school-aged kids participating in the Summer Engineering Experiences for Kids (SEEK) program hosted by the National Society of Black Engineers (NSBE). Data collection was conducted through semi-structured interviews (n=25), which we analyzed using a two-pronged approach: 1) through attribute coding, we identified demographic information, and 2) through value coding, we identified the participant motivations for mentoring, which enabled us to identify the value attributed to the mentoring experience and thus each participant's rationale for participating in the mentoring experiences. The themes that emerged from this analysis were mentors valuing their roles as influencers for the younger generation, mentors' enjoyment in teaching and sharing their interest in science, and the belief that their roles in the camp enhanced their professional opportunities. The results of this study contribute to the literature on mentor motivation and provide empirical evidence for educators and administrators who aim to incentivize mentor engagement."
2024,APRIS Robot Challenge: Collaborative Online Interdisciplinary and International Learning for IoT/Robotics Systems,"Hisazumi, Kenji and Ohkawa, Takeshi and Miwa, Masafumi and Sato, Mikiko and Nagai, Takashi and Ohe, Nobuhiro and Thongpull, Kittikhun and Jindapetch, Nattha and Watanabe, Harumi",10.1109/EDUCON60312.2024.10578704,,,2024 IEEE Global Engineering Education Conference (EDUCON),,"This paper presents the APRIS Robot Challenge, a Collaborative Online Interdisciplinary and International Learning (COIIL) initiative focusing on quadcopter control to promote cross-disciplinary and global collaboration among students. By integrating students from diverse fields such as software, electrical, and mechanical engineering, the program aims to enhance international communication and problem-solving skills through practical, team-based projects. Utilizing design thinking and the Scrum framework, participants develop unique quadcopter applications, supported by model-driven development, simulation tools, and distributed development techniques to ensure effective remote collaboration. Our analysis covers the program's evolution over four years, outcomes, and insights into fostering international cooperation and technical expertise. This study underscores the significance of interdisciplinary education and the potential of virtual collaborative platforms to prepare students for global challenges."
2023,Representation Matters: The Case for Diversifying Sign Language Avatars,"Kopf, Maria and Omardeen, Rehana and Van Landuyt, Davy",10.1109/ICASSPW59220.2023.10193409,,,"2023 IEEE International Conference on Acoustics, Speech, and Signal Processing Workshops (ICASSPW)",,"As interest in sign language machine translation grows, there is more focus on developing and refining avatar technology to present translation outputs. While signing avatar technology research has focused on legibility and appearance, there has been little attention paid to representing diversity in signing avatars, and the default is often a white female animation. We present data from focus groups conducted in two ongoing sign language machine translation projects in Europe that give insight into deaf end-users’ desires for diversity in avatar representations. Our results reveal a strong desire for full customisability, including options for representing diversity in gender expression and ethnicity, as well as accommodating sociolinguistic variation and personal identity through modified avatar signing styles. This work provides initial insights, but considerable future research is necessary, particularly with minorities and sub-groups within deaf communities."
2024,Globalization and Education,"Jaakkola, Hannu and Henno, Jaak and Mäkelä, Jukka",10.1109/MIPRO60963.2024.10569521,,,2024 47th MIPRO ICT and Electronics Convention (MIPRO),,"Globalization is one of the long-term trends worldwide, referring to the interconnectedness and interdependence of economies, cultures, societies, and technologies on a global scale. Education is not a separate part of society; so, it is prone to changes due to globalization as well. We can see it in growing preference of the use of English, in multilingual characteristics of schools, etc. The driving forces behind globalization include advancements in communication, transportation, and technology, as well as liberalization and a variety of integration policies. An intriguing question arises regarding cultural unification: does globalization lead to the homogenization of cultures? Conversely, nationalism presents itself as an opposing phenomenon to globalization and is also a visible trend today. Nationalism emphasizes the significance of national identity and culture, seeking to preserve a nation’s unique characteristics and promote its interests. While nationalism can be viewed positively to uphold traditional values within society, it can also be perceived negatively when utilized to serve political agendas. How does globalization manifest in education? This paper initiates a discussion on the topic by first examining globalization as a phenomenon and the role of national culture in it and then delving into selected topics in the area."
2021,Social Networking Application of International Students on Fighting Culture Shock During Pandemic,"Wahyuningtyas, Bhernadeta Pravita and Sumbogo, Tri Adi and Rusgowanto, Fransisca Hanita and Yunus, Ulani and Willyarto, Mario Nugroho and Cahyanto, Ignatius P.",10.1109/ICIMTech53080.2021.9534936,,,2021 International Conference on Information Management and Technology (ICIMTech),,"This study is describing the social networking application that has been used by international students both in Indonesia and USA, since the online culture increasingly implemented and becomes a familiar habit amidst the pandemic. It has accelerated to the point of becoming a ubiquitous part of the modern living recently. Living in a new culture enforce people to adjust their behavioral system for their own existence and harmonious life, therefore they will be experienced the culture shock in facing the new way of life due to COVID–19. The aim is to describe how the social networking application becomes a tool in helping people on fighting the culture shock in this pandemic era. In this regard the constructivist paradigm was carried out to describes the phenomenon on Instagram as social network application. The qualitative methods were used to collect data by virtual participant observation and online interviews via Zoom meetings. The results point out to communication through social networking apps becomes a new way to help them understand and keeping up with the new world after COVID-19, for it helped them also fight the culture shock. The people who is familiar with it becomes more ready to face the changes. The conclusion shows whether the pandemic is accelerating innovation in the telecommunication sector, creating new challenges for educators, communication industry, and professionals regarding the social networking applications used."
2022,Choosing Where to Pursue a PhD: Ideals Sought and Compromises Made by Traditionally Minoritized Students,"Mercado Rivera, Abimelec and Artiles, Mayra S. and Cruz, Juan and Matusovich, Holly M. and Adams, Stephanie G.",10.1109/FIE56618.2022.9962571,,,2022 IEEE Frontiers in Education Conference (FIE),,"In this Research Full Paper we explore the factors that traditionally minoritized students consider when selecting a graduate school to pursue a doctoral degree in an engineering discipline. To this end, we used case study methods to analyze the experiences of ten traditionally minoritized students through interviews conducted immediately after they had selected their graduate programs, but before they had commenced their studies. Our findings show that in choosing an institution, the most salient ideals these students hold are related to the offer of funding towards their degree and an alignment with their initial research interests. However, they described having made compromises on ideals related to their personal experience and racial identity, the most prominent being finding a faculty mentor with a similar racial background, finding a racially diverse institution, or being located in a geographical location they perceived to be more amenable to their individual identities. These findings suggest that continuing to increase the recruitment of traditionally minoritized faculty in engineering schools would have a direct impact on minoritized student recruitment, by thus helping to create spaces where more of their racial identity ideals are met and fewer compromises are made. Equally important to the recruitment of traditionally minoritized students is the transparency of funding opportunities during the recruitment and application processes, and the publication of current research opportunities within the institution."
2017,Technology-enhanced learning and the multi-cultural classroom: Exploring impacts of open educational resources' use on collaboration and teamwork,"Guilbaud, Patrick and Whitney, Michael",10.1109/ICTA.2017.8336069,,,2017 6th International Conference on Information and Communication Technology and Accessibility (ICTA),,"This study investigated students' perceptions and reactions to the integration of Open Educational Resources (OERs) Wikipedia, YouTube, etc. in an in-seat business course. The students in the course came from multi-cultural, multi-national, and multi-ethnic backgrounds. Preliminary results indicate that all students use an online site and the OERs to collaborate on group assignments and to build relationships with their peers. In addition, most of the international students spent extra time reviewing the OERs and other materials placed online to prepare for in-class discussions and exams. As the higher education landscape continues to tilt towards a global, open-sourced, and inter-connected learning environment, the use of OERs will allow faculty members to help students enhance learning experiences, build strong connections with their peers, and gain greater appreciation of diverse cultures and diverse viewpoints, while in college."
2018,Resilient Multiculture Network Design in the Presence of Exploit-Triggered Correlated Failures,"Boettcher, N. and Prieto, Y. and Restrepo, S. and Pezoa, J.",10.1109/TLA.2018.8789553,,,,,"Data networks are typically equipped with the same hardware and software stacks. Correlated attacks exploiting shared vulnerabilities at the nodes may result in massive failures that disrupt network operation. In this paper, multiple correlated failures that may negatively impact a monoculture network are analyzed and a methodology to reduce their effects is proposed. The proposed methodology consists of introducing diversity into the network components by optimally selecting both the number of different network nodes and their locations within the network. First, an algorithm is proposed to introduce node diversity in the topology considering nodes' vulnerability indexes, which are associated with node vendors. Next, two different optimal node placement algorithms are proposed. The first algorithm aims to cluster nodes of the same type to maintain network connectivity, while the second seeks to maximize the network centrality metric to identify key nodes in the network. Our results show that reliability can increase up to 50% when compared to a monoculture design."
2025,Towards Inclusive Educational AI: Auditing Frontier LLMs for Cultural Biases through a Multiplexity Lens,"Mushtaq, Abdullah and Naeem, Rafay and Taj, Imran and Ghaznavi, Ibrahim and Qadir, Junaid",10.1109/EDUCON62633.2025.11016405,,,2025 IEEE Global Engineering Education Conference (EDUCON),,"As large language models (LLMs) like GPT-4 and Llama 3 become integral to educational contexts, concerns are mounting over the cultural biases, power imbalances, and ethical limitations embedded within these technologies. Though generative AI tools aim to enhance learning experiences, they often reflect values rooted in Western, Educated, Industrialized, Rich, and Democratic (WEIRD) cultural paradigms, potentially sidelining diverse global perspectives. This paper proposes a framework to assess and mitigate cultural bias within LLMs through applied multiplexity. Multiplexity, inspired by Senturk et al. and rooted in Islamic and other wisdom traditions, emphasizes the coexistence of diverse cultural viewpoints, supporting a multilayered epistemology that integrates empirical sciences and normative values. Our analysis reveals that LLMs frequently exhibit cultural polarization in both overt responses and subtle contextual cues. To address these biases, we propose two strategies: Contextually-Implemented Multiplex LLMs, which embed multiplex principles directly into the system prompt, and Multi-Agent System (MAS)-Implemented Multiplex LLMs, where multiple LLM agents representing distinct cultural viewpoints collaboratively generate balanced responses. Our findings demonstrate that as mitigation strategies evolve from contextual prompting to MAS-implementation, cultural inclusivity markedly improves, evidenced by a significant rise in the Perspectives Distribution Score (PDS) and a PDS Entropy increase from 3.25% at baseline to 98% with the MAS-Implemented Multiplex LLMs. Sentiment analysis shows a shift towards positive sentiment across cultures, with the MAS-Implemented Multiplex LLMs achieving 0% negative sentiment. This study establishes a baseline for assessing and fostering cultural inclusivity in educational AI, laying the groundwork for a globally pluralistic approach that respects diverse cultural perspectives."
2018,The Cultural Impact on User Interface Design: The Case of e-Government services of Kingdom of Bahrain,"Aljasmi, Lamya and Alobaidy, Hadeel",10.1109/3ICT.2018.8855739,,,"2018 International Conference on Innovation and Intelligence for Informatics, Computing, and Technologies (3ICT)",,"The internet and web services continue to grow rapidly and so does the needs of users. Users prefer easy and fast services that can be accessed everywhere such as paying utility bills and scheduling appointments. In doing so, on-line services need to be provided by governments to facilitate easy access. In this age of globalization, we live in a highly diversified world in which people from different cultural backgrounds live together. Users interactions become more appealing if cultural characteristics are incorporated into the interface design. Culture could have an important impact upon people using the web services. Thus, designing web services for a multi-cultural society will require studying in depth the effect of the society cultural characteristics. The user interface can be designed using those characteristics that help in gaining user's attention. This paper investigates the influence of culture on the user interface design of Bahrain e-Government services to examine the views of cultural effect on the user interface design. The results also show the positive and negative impact of users' culture on the interface design."
2024,InFER++: Real-World Indian Facial Expression Dataset,"Rizvi, Syed Sameen Ahmad and Seth, Aryan and Challa, Jagat Sesh and Narang, Pratik",10.1109/OJCS.2024.3443511,,,,,"Detecting facial expressions is a challenging task in the field of computer vision. Several datasets and algorithms have been proposed over the past two decades; however, deploying them in real-world, in-the-wild scenarios hampers the overall performance. This is because the training data does not completely represent socio-cultural and ethnic diversity; the majority of the datasets consist of American and Caucasian populations. On the contrary, in a diverse and heterogeneous population distribution like the Indian subcontinent, the need for a significantly large enough dataset representing all the ethnic groups is even more critical. To address this, we present InFER++, an India-specific, multi-ethnic, real-world, in-the-wild facial expression dataset consisting of seven basic expressions. To the best of our knowledge, this is the largest India-specific facial expression dataset. Our cross-dataset analysis of RAF-DB vs InFER++ shows that models trained on RAF-DB were not generalizable to ethnic datasets like InFER++. This is because the facial expressions change with respect to ethnic and socio-cultural factors. We also present LiteXpressionNet, a lightweight deep facial expression network that outperforms many existing lightweight models with considerably fewer FLOPs and parameters. The proposed model is inspired by MobileViTv2 architecture, which utilizes GhostNetv2 blocks to increase parametrization while reducing latency and FLOP requirements. The model is trained with a novel objective function that combines early learning regularization and symmetric cross-entropy loss to mitigate human uncertainties and annotation bias in most real-world facial expression datasets."
2021,Cross-Cultural Communication in Micro/Small/Medium Enterprises Business by Using Social Media,"Willyarto, Mario Nugroho and Wahyuningtyas, Bhernadetta P. and Yunus, Ulani and Heriyati, Pantry",10.1109/ICIMTech53080.2021.9534908,,,2021 International Conference on Information Management and Technology (ICIMTech),,"The improvement of micro, small and medium enterprises (MSMEs) have become the government's priority in efforts to increase the national economy. This research was focusing on how MSMEs could learn from cross-cultural communication to improve their businesses while using social media. This research used a qualitative approach to describe certain social conditions in accordance with the purpose. The data was analyzed thoroughly, it showed that cross-cultural communication supported MSMEs in using social media to improve more if they were willingly to open their mind and learn from others. Referring to the previous quantitative research, that discussed about the characteristics of successful businessmen/women with high enthusiasm could be seen from their ability to innovate and tolerate diversity according to the survey conducted. Informants were using all means of communication such as social media, messaging apps and old fashion verbal or written communication. They learnt a lot when doing social media communication with people from different countries and cultures and could make the differences as their strengths in business."
2022,Colonization Strategy Algorithm: A Deviation Algorithm Optimization based on Spatial Autocorrelation Theory,"Hua, Zhongyuan and Ye, Ke",10.1109/QRS-C57518.2022.00100,,,"2022 IEEE 22nd International Conference on Software Quality, Reliability, and Security Companion (QRS-C)",,"In this paper, an improved algorithm for differential features of multi-objective evolutionary trajectories in multi-intellectual societies is proposed. With the intervention of spatial autocorrelation theory, the data of typical objects, events and processes in social evolution are effectively linked with temporal and spatial scale constraints and the geographic raster grid as the grassroots environment. Based on the differential evolution algorithm, an algorithmic model of social evolution for assessing social complexity and community specificity is proposed."
2024,Short Films as a Learning Tool in a Global Health GSLC International Collaboration: Mexico and Colombia,"Eguiluz, Itzel and Leyva-Barrera, Ilse Mariana and Sáenz, Martha",10.1109/ICETA63795.2024.10850823,,,2024 International Conference on Emerging eLearning Technologies and Applications (ICETA),,"This paper examines how short films could be a learning tool for online international experiences as COIL / Global Shared Learning Classroom (GSLC). We present our collaborative design experience and learnings from our second Global Shared Learning Classroom. This is a large-scale international experience that include more than 15 professors and almost 800 students from Mexico and Colombia. During our 6-weeks collaboration we use short films that could work as triggers for team discussions on the UN SDGs. Facilitating empathy, consciousness and inspiration were some of the results students mentioned from viewing the short films in relation to the UN SDGs. Short films were part of a collaborative synchronic activity. Most of the students that did not successfully finish the collaboration did not deliver their last activity that worked as a closure through a short video with their reflections and thoughts about the GSLC work."
2021,Cosmopolitan Pedagogical Paradigm for Digital Native,"Prawati, Maria Tamarina",10.1109/iSemantic52711.2021.9573245,,,2021 International Seminar on Application for Technology of Information and Communication (iSemantic),,"As a fast-growing metropolitan, Jakarta is exposed by global flows consisting of ethnoscapes, mediascapes, technoscapes, financescapes, ideoscapes, and linguascapes. The flows increase diversity due to human contact across cultural boundaries that add complexity to Jakarta's society. Concerning the English language and culture classroom in Jakarta, the learners contribute to the diversity and bring in varieties of English language and culture. The learners are predominantly digital natives who earn English from games, media, and technology. On one hand, diversity becomes a competitive edge, though on the other hand diversity is the source of social capital in English language and culture classrooms in Jakarta. Giving room for the varieties is aligned with cosmopolitan pedagogy which allows dialogue of local diversities to ensure global community membership which is dominated by the global virtual community. The pedagogy has been put forward as a pathway towards intercultural communicative competence. Therefore, this study is interested to explore the trace of cosmopolitan pedagogy in the selected English classroom in Jakarta, Indonesia. Furthermore, this study shall reveal the reification of cosmopolitan pedagogy within the syllabus, teaching materials, language policies, and classroom practices. The result of this study shall put forward the pedagogy to nurture the digital native learners in Jakarta, Indonesia, to prepare the learners in virtual community which will dominate society 5.0."
2024,Benchmarking Cognitive Domains for LLMS: Insights from Taiwanese Hakka Culture,"Chang, Chen-Chi and Chen, Ching-Yuan and Lee, Hung-Shin and Lee, Chih-Cheng",10.1109/O-COCOSDA64382.2024.10800594,,,2024 27th Conference of the Oriental COCOSDA International Committee for the Co-ordination and Standardisation of Speech Databases and Assessment Techniques (O-COCOSDA),,"This study introduces a comprehensive benchmark designed to evaluate the performance of large language models (LLMs) in understanding and processing cultural knowledge, with a specific focus on Hakka culture as a case study. Leveraging Bloom's Taxonomy, the study develops a multi-dimensional framework that systematically assesses LLMs across six cog-nitive domains: Remembering, Understanding, Applying, Analyzing, Evaluating, and Creating. This benchmark ex-tends beyond traditional single-dimensional evaluations by providing a deeper analysis of LLMs' abilities to handle cul-turally specific content, ranging from basic recall of facts to higher-order cognitive tasks such as creative synthesis. Ad-ditionally, the study integrates Retrieval-Augmented Generation (RAG) technology to address the challenges of minority cultural knowledge representation in LLMs, demonstrating how RAG enhances the models' performance by dynamically incorporating relevant external information. The results high-light the effectiveness of RAG in improving accuracy across all cognitive domains, particularly in tasks requiring precise retrieval and application of cultural know ledge. However, the findings also reveal the limitations of RAG in creative tasks, underscoring the need for further optimization. This benchmark provides a robust tool for evaluating and com-paring LLMs in culturally diverse contexts, offering valuable insights for future research and development in AI -driven cultural knowledge preservation and dissemination."
2018,Perspectives of Global Engineering Leadership from Worldwide Faculty and Students,"Youmans, Kate and Villanueva, Idalis and Uziak, Jacek",10.1109/WEEF-GEDC.2018.8629598,,,2018 World Engineering Education Forum - Global Engineering Deans Council (WEEF-GEDC),,"Proficient leadership skills are increasingly crucial for engineers as they are expected to work in multi-disciplinary and multicultural teams across the world. However, perspectives of engineering leadership are ill-defined and may vary depending on the region, school or country of residence or work. While both industry and academia concur that leadership skills are crucial to engineering graduates, there is considerable controversy over the definition of `global engineering leadership'. This lack of consensus may hinder the future formation of globally-prepared engineering leaders. This work-in-progress paper describes an exploratory study to understand how `global engineering leadership' is perceived by engineering students and faculty across worldwide institutions (predominantly across African, European, North and South American countries). The study utilizes a semi-structured survey developed from literature on national and international engineering leadership and prior work on engineering professional identity. Data was collected from two populations, the first representing students registered in engineering across worldwide institutions and the second representing engineering faculty who have demonstrated interest in leadership at their institutions. The two populations will allow scholars to compare and contrast how these perspectives changed across the different groups with the goal of developing a working definition of `global engineering leadership'. This definition may serve as a starting point to develop recommendations and strategies for engineering educators wishing to introduce their students a globalized view of engineering leadership."
2017,Cross-cultural training as part of policy and business strategies to prepare Indonesian IT engineers in global job market competition,"Prabowo, Agung and Rosmiati and Windiarti, Ika S.",10.1109/CAIPT.2017.8320673,,,2017 4th International Conference on Computer Applications and Information Processing Technology (CAIPT),,"Indonesian IT engineers need to have both hard and soft skills to be ready in global market competition in term of work force. Hard skills are the technical expertise related to their field of work. On the other hand, soft skills are also the important part of the engineers' capability including communication, creativity, adaptability, collaboration and leadership. The purpose of this paper is to develop theoretical review of how to educate Indonesian IT engineers to be ready to face global job market competition by the use of cross-cultural training program in the university in Indonesia. This study reports the results of a web-based survey of Indonesian expatriate engineers addressing their knowledge, experience and perceptions of working in multicultural working environment in some engineering projects. The output of this paper is a framework of cross-cultural training as the supplementary material in the university curriculum in engineering education in Indonesia."
